speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 977 (Este vídeo continúa en el  Vídeo N.° 976) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998
El señor MONTESINOS TORRES.—	 ...conducir (?) de la nación, necesariamente tenía que decir: Vamos a solucionar los problemas y ya los elementos de asesoramiento y los elementos técnicos tendrían que establecer la línea de acción y las estrategias para poder cumplir esa misión. Y es así como fuimos elaborando una concepción que se llamó la “Estrategia de pacificación” para poder afrontar los dos, las dos variables de los problemas que tenían en ese momento, que eran: el flagelo del narcotráfico, que estaba en una alianza criminal con el terrorismo. Y en el campo económico se adoptó una estrategia para poder nuevamente insertarnos en la Comunidad Internacional, de manera tal de que el Perú volviera a recuperar la confianza en los organismos de crédito internacional y nos fueran nuevamente abiertas las puertas para entrar en la Comunidad Económica y poder empezar el despegue, después de estar en 5 y 10 años de atraso en el marasmo económico. La tarea no era fácil, evidentemente. Hoy día después de 8 años, ¿qué hacemos?, digamos, retrospectivamente hemos avanzado mucho, falta bastante; pero era simple decir: ¿qué hacer? Mejor me voy a mi casa, estoy más tranquilo y utilizar ese procedimiento de dejar de hacer, dejar pasar y que venga... Pero no, el señor Presidente es un hombre de decisiones y él adoptó esta voluntad de enfrentar el flagelo del terrorismo, del narcotráfico, salir del problema de la crisis económica, y para eso contó con el concurso de gente que estamos identificados con esos objetivos y esos ideales que él plasmó. La columna vertebral para poder salir de estos problemas necesariamente tenía que ser la Fuerza Armada porque en el país no había otra institución, no había otra organización ni ninguna agrupación que estuviera en condiciones de definir con nitidez lo que nosotros siempre hemos llamado “proyecto nacional por los objetivos nacionales o por los objetivos políticos del estado de gobierno”. Teniendo claramente definida lo que era el Perú en ese momento, cuál era el proyecto para poder sacar a la Nación del estado de estancamiento que se encontraba, implicaba la elaboración de una nueva concepción. Empezamos en ese trabajo y la Fuerza Armada en un primer momento se identificó con esos objetivos, y para eso fue necesario que esa decisión política tuviera un soporte, y ese soporte tenía que ser el marco jurídico. No podíamos actuar fuera del marco de la ley, pues estamos en una situación de vulnerabilidad y la única forma era diseñar un marco jurídico para enfrentar tanto el terrorismo como el tema del narcotráfico. Hemos hechos un aporte con la experiencia obtenida a lo largo de más de 20 años del ejercicio de la profesión de abogado con la condición de haber sido oficial del Ejército y haber tenido la suerte de, en alguna oportunidad en mi vida, tener como instructor y maestro al señor general de división don Julio Salazar Monroe, en esa época mi maestro, hoy día Jefe del Servicio de Inteligencia Nacional. En aquella oportunidad no solamente nos guiaba como alumnos, hoy día nos guía con la prudencia que lo caracteriza y que siempre lo ha caracterizado en su vida y que sirve de norte a quienes fuimos aquellos sus alumnos, hoy día sus colaboradores, sus amigos, nos ha servido para trabajar codo a codo con el señor general de división don Julio Salazar Monroe desde que se incorpora como Jefe del Servicio de Inteligencia Nacional y en esta tarea de poder brindarle al Jefe de Estado todos los insumos que requería un estadista para poder enfrentar los problemas que tenía la nación en el campo del terrorismo, en el campo del narcotráfico y el problema de la crisis económica y en la lucha política cotidiana que ustedes han conocido. La tarea no fue fácil, han sido días de trabajo, horas que hemos tratado de quitarle al sueño para poder dedicarlas a la labor. Y siempre hemos encontrado en los hombres de las Fuerza Armada y, particularmente, en los hombres de la Fuerza Aérea, en ese entonces el general Elesván Bello, nuestro Comandante General, que en ese momento trabajaba en la comunidad de inteligencia, un aporte desinteresado a la causa ésta de luchar y enfrentar el terrorismo. Todas las instituciones de la Fuerza Armada en forma mancomunada pusieron su cuota de sacrificio no solamente en los hombres que en el combate contra el terrorismo (2) dieron su vida, sino en la tarea de los hombres de inteligencia que en forma anónima también dieron su cuota de sacrificio. Los que trabajamos en los servicios secretos, somos personas que nunca nos gustan salir a la luz pública, nunca buscamos el reconocimiento, que nuestros nombres aparezcan en las calles ni tampoco buscamos como buscan los políticos esa inmortalidad de bronce, solamente buscamos; como siempre nos enseñó el general Salazar en la Escuela Militar, el reconocimiento del silencio a la misión cumplida, la satisfacción del deber cumplido de los hombres que hemos nacido en el seno de las Fuerzas Armadas. Ese es el norte que ha guiado mis acciones, ¿por qué? Porque me siento parte de la Fuerza Armada, parte del Ejército Peruano y por mi parte con ustedes desde muchos años, el destino en mí de lograr sacar el país adelante. Bien, hoy día hemos hecho y hemos visto el problema del terrorismo, es un problema estratégicamente superado, aún cuando estamos observando y de que nuevamente Sendero Luminoso ha vuelto a las universidades después de que nuestras tropas han salido de las mismas, y están tomando nuevamente el control de la viviendas universitarias, de los comedores universitarios, lo cual es un indicativo de que próximamente volveremos a tener algunas acciones puntuales de terrorismo selectivo, que nos obliga a redoblar esfuerzos nuevamente para que este accionar de Sendero no genere una situación de peligro para el país. Es decir, trabajamos en la solución de los problemas nacionales sin motivaciones política sino solamente pensando en los destinos de la nación como país, o sea, pensamos en los problemas de Estado, y no en bajezas políticas como la oposición o como los sectores detractores de Gobierno de la Fuerza Armada, lo único que buscan es desestabilizar a nuestras instituciones tutelares, porque saben que en la unidad indestructible está nuestra fuerza en la medida que pretendan debilitarnos a nuestros (?) y lograran ellos su propósito. Felizmente como ayer ha expresado el señor comandante general, las palabras, que tuvo a bien a dar en el ágape donde estaba el señor Presidente de la República, dijo una frase muy importante. Hoy día nuestra Fuerza Armada está sólidamente cohesionada e integrada, y es eso lo que nos va a permitir a nosotros salir adelante en estos grandes problemas que tenemos. Hoy la coyuntura nos implica que la situación con el Ecuador, nosotros estamos hablando acá terreno de la privacidad, es una discusión sumamente difícil. No nos engañemos que la negociación diplomática va a tener resultados. Las palabras para la diplomacia son unas, la palabra para la realidad son otras. Aquí podemos hablar en lenguaje de la realidad y en la calle los periódicos tendrán que hablar, el lenguaje de la diplomacia que es el sinónimo del engaño, no del engaño a la opinión pública sino que así es la estrategia diplomática, que es la finta. Es lo mismo que en el tema de la operación Chavín de Huantar, en el que hubo la variable pacífica, es decir, agotar todos los medios posibles para lograr una salida pacífica, pero realmente sabíamos y éramos conscientes que la salida pacífica nunca se iba a dar, y entonces tenemos que agotar todo eso para llegar a la opción militar, que se empezó a preparar en abril. El tema del Ecuador no tiene otra salida que no sea la solución militar, de eso somos conscientes. Esta coyuntura a partir del 9 de agosto, básicamente nosotros como hemos comentado varias veces, entramos en un estado de emergencia, ¿y por qué estamos en un estado de emergencia? Porque en el Ecuador,  el gobierno electo no cuenta con mayoría ni en el Congreso, no va a tener la capacidad de poder mantener una continuidad en la conversación y hay un doble lenguaje entre lo que va a decir el poder político y lo que piensa la fuerza armada ecuatoriana, (3) ése desbalance nos va a nosotros a llevar a un estado tal en que después del 15 de agosto, en cualquier momento, vamos a entrar en operaciones. Siendo consciente de esto, la Inteligencia, bajo la conducción del señor General don Julio Salazar Monroe, venimos trabajando día y noche en tratar de obtener los elementos de juicio y proporcionar los insumos a nuestra Fuerza Armada, al Comando Conjunto, a los señores comandantes generales, al escalón político, alertando para que en el momento adecuado, como yo dijera en mis palabras, tengamos una Fuerza Armada expedita, y la Fuerza Aérea siempre está en condiciones para cumplir la misión como el arma de las decisiones. La guerra se definirá en el espacio aéreo y ustedes lo saben, es así. La Fuerza terrestre es una fuerza de complemento y el componente marítimo es un componente accesorio en las circunstancias actuales, pero el rol fundamental lo van a tener ustedes. Yo los conozco a cada uno de ustedes por los años que vengo trabajando en esta tarea y he seguido de cerca la trayectoria profesional y estoy sumamente convencido de que la Fuerza Aérea, nuestro comandante general y todos y cada uno de ustedes están a la altura de las responsabilidades para poder cumplir la misión que la Nación nos ha asignado constitucionalmente. Y si llega la hora de volver nuevamente a tener que esos valerosos pilotos de la Fuerza Aérea, esos bravos muchachos que van a manejar los aviones MIG, los Sukhoi y los otros aviones de combate, cumpliremos la misión siempre inspirados en Quiñones. Veo en el rostro de cada uno de ustedes la alegría y la satisfacción que después de muchos años se mantiene la tranquilidad de nuestra institución, y yo digo nuestra porque me siento parte de la Fuerza Aérea, hoy día, al tener el honor de esta condecoración, yo digo nuestra institución, estamos en mejores condiciones que hace dos o tres años atrás. En el futuro trataremos de mejorar esa situación para que nunca más se vuelva a repetir una situación y podamos llevar al país adelante. Solamente me queda decirles que yo les agradezco profundamente a todos ustedes, a mi amigo el General Elesván Bello, y muy particularmente a mi amigo, al señor General Julio Salazar Monroe, digo mi amigo.
"El señor		.—"	 Por supuesto.
El señor MONTESINOS TORRES.—	 Porque ha sido mi maestro y hoy día jefe de la institución, pero fundamentalmente mi amigo de ayer, de hoy y de siempre. Muchas gracias por este momento.
Background	—Concluida la intervención del señor Vladimiro Montesinos Torres, los señores presentes realizan un brindis .
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Aquí los generales están preocupados porque dicen que tú conoces a cada uno de ellos. (Risas.)
"El señor		.—"	 Lo bueno, lo bueno.
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Trabajo nada más. (Risas)
"El señor		.—"	 Como todo lo bueno.
El señor MONTESINOS TORRES.—	 Como dice Jesucristo, por el fruto los conoceréis. (Risas.)
