speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2001 TRANSCRIPCIÓN DEL VÍDEO N.° 1426 “REUNIÓN DE CORONELES DE LAS FUERZAS ARMADAS Y POLICÍA NACIONAL DEL PERÚ” DEL 19 DE MARZO DE 1999 —Se observa el ingreso de los Coroneles y Generales del Ejército, de la Marina de Guerra y de la Fuerza Aérea del Perú a la Base Aérea “Las Palmas”. —Se aprecia la llegada de los señores Ministro de Defensa, General EP Julio Salazar Monroe; Ministro del Interior, señor General de División, don José Villanueva Ruesta;  Comandante General de la Marina de Guerra, Almirante don Américo Ibárcena  Amico; Comandante General de la Fuerza Aérea, General del Aire don Elesván Bello Vásquez; Director General de la Policía Nacional, Teniente General Policía Nacional, don Fernando Dianderas Ottone; Jefe del Servicio de Inteligencia Nacional, Contralmirante don Humberto Rozas Bonuccelli; y del asesor de la Alta Dirección del Servicio del Inteligencia,  doctor don Vladimiro Montesinos Torres . —El Jefe de Línea de la Fuerza Aérea del Perú le rinde los honores correspondientes al señor Ministro de Defensa y sus acompañantes, lo invita a saludar a la Bandera de Guerra y a pasar revista a la Segunda Región Aérea y Territorial y al Ejército de Tropa. —Concluido este acto, se les invita al salón de actos en donde se encuentran todos los miembros de las Fuerzas Armadas y de la Policía Nacional del Perú debidamente ubicados en sus respectivos lugares. Los señores Ministro de Defensa, General EP Julio Salazar Monroe; Ministro del Interior, señor General de División, don José Villanueva Ruesta;  Comandante General de la Marina de Guerra, Almirante don Américo Ibárcena  Amico; Comandante General de la Fuerza Aérea, señor General del Aire don Elesván Bello Vásquez; Director General de la Policía Nacional, Teniente General Policía Nacional, don Fernando Dianderas Ottone; Jefe del Servicio de Inteligencia Nacional, Contralmirante don Humberto Rozas Bonuccelli; y del asesor de la Alta Dirección del Servicio del Inteligencia,  doctor don Vladimiro Montesinos Torres,  se ubican en el estrado oficial.
El señor PRESENTADOR.—	 Continuando con la Sesión Especial N.° 7 del  Comando Conjunto de las Fuerzas  Armadas, con  participación de la Policía Nacional del Perú y estamentos de Inteligencia, escucharemos las palabras de despedida a cargo del señor General del Ejército, don César Saucedo Sánchez, Presidente del Comando Conjunto de las Fuerzas Armadas y Comandante General del Ejército.
EL PRESIDENTE DEL COMANDO CONJUNTO DE LAS FUERZAS ARMADAS Y COMANDANTE GENERAL DEL EJÉRCITO, General EP señor César Saucedo Sánchez.—	 Señor General del Ejército, don Julio Salazar Monroe, Ministro de Defensa; señor General de División, don José Villanueva Ruesta, Ministro del Interior; señor Almirante don Américo Ibárcena  Amico,  Comandante General de la Marina de Guerra; señor General del Aire, don Elesván Bello Vásquez, Comandante General de la Fuerza Aérea; señor Teniente General Policía Nacional, don Fernando Dianderas Ottone, Director General de la Policía Nacional; señor Contralmirante don Humberto Rozas Bonuccelli, Jefe del Servicio de Inteligencia Nacional; señor doctor don Vladimiro Montesinos Torres, asesor de la Alta Dirección del Servicio del Inteligencia Nacional, señores coroneles y  capitanes de navío: El día de hoy es un día histórico en la vida de nuestras instituciones, porque una vez más ha quedado demostrado la sólida cohesión, fraternidad, unidad y comunión de ideas de los altos mandos de las Fuerzas Armadas, Policía Nacional del Perú, los estamentos del Servicio de Inteligencia Nacional, los señores oficiales, Coroneles y Capitanes de Navío de la Fuerza Armada y Policía Nacional del Perú aquí presentes, quienes ante las amenazas que se ciernen sobre nuestras instituciones y los hombres de uniforme que la integramos, han dado una respuesta unánime y categórica de unión y responsabilidad. Hoy, el acuerdo que hemos firmado es un compromiso de honor indestructible e invulnerable que protege a todos los miembros de nuestras instituciones sin distinción de grado, jerarquía o función, contra quienes quieren dañar nuestro prestigio e imagen; elementos que obran siguiendo intereses subalternos y mezquinos, a los cuales les respondemos silenciosamente con este histórico acto, que representa la defensa irrestricta de nuestras instituciones que en  un solo puño se encuentran siempre listas para defender los sagrados intereses de la nación. No nos arredremos ni nos disminuyamos para defender con altura la causa  de los nuestros, que es la causa de la peruanidad. Estoy seguro que el compromiso que hoy asumimos, con la convicción de un juramento, se anida con la máxima integridad en nuestros espíritus. Somos portadores de un uniforme que es un compromiso y que más que en la piel lo llevamos en el alma; y aun, cuando no lo buscamos, siempre nos identifica y nos transmite la consigna de hacer de nuestras  vidas una ofrenda diaria de sacrificio y entrega a las causas superiores de la Patria. En mi calidad de Presidente del Comando Conjunto de las Fuerzas Armadas y Comandante General del Ejército, quiero agradecer la especial presencia de los señores Ministro de Defensa y del  Interior, así como de el señor Teniente General  Director de la Policía Nacional y del doctor Vladimiro Montesinos Torres, asesor de la alta Dirección del Servicio de Inteligencia Nacional, por sus aportes muy valiosos a los objetivos de esta reunión. Agradezco a cada uno de los presentes, y salgo reconfortado y vigorizado por la lealtad demostrada a sus instituciones y a sus respectivos comandos aquí presentes; y por los elevados conceptos del honor  y el decoro que ustedes han puesto en evidencia, (2) virtudes que garantizan la permanente vigencia de nuestras instituciones, siempre al servicio de los más elevados intereses del país, y el fortalecimiento de la lealtad y la disciplina, que es la fuerza fundamental de nuestras instituciones tutelares. De esta manera, y como Presidente del Comando Conjunto de las Fuerzas Armadas, doy por finalizado la Sesión Especial N.° 7 del Comando Conjunto de las Fuerzas Armadas, con participación de la Policía Nacional y los estamentos del Sistema de Inteligencia Nacional, que me permito rubricar con un credo de fe en el presente y en el futuro de nuestra patria y digamos juntos por ello: ¡Viva el Perú! ¡Viva las Fuerzas Armadas y la Policía Nacional del Perú! Con mucha unción patriótica, solicito a todos los presentes entonar las sagradas notas de nuestro Himno Patrio.
El señor PRESENTADOR.—	 Banda, Himno Nacional.
Background	—Se entonan las sagradas notas del Himno Nacional del Perú.
El señor PRESENTADOR.—	 General Cano: En recuerdo de la victoria del Cenepa, vamos a entonar la marcha correspondiente. Banda, la marcha “Los Gigantes del Cenepa”.
Background	—La banda y militares entonan la marcha “Los Gigantes del Cenepa”. (3)  (Aplausos.)
El señor PRESENTADOR.—	 Tomar asiento. A continuación, honores de despedida a la Mesa Directiva que se retira de esta sesión. Con todos ¡Atención! A la derecha, ¡Derecha!
Background	—Entonación de la marcha militar.
El señor JEFE DE LÍNEA DE LA FUERZA AÉREA DEL PERÚ.—	 Señor Ministro de Defensa: La tropa se encuentra formada. Lo invito a despedirse de la Bandera de Guerra de la Segunda Región Aérea Territorial. (4)
