speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DE LOS VIDEOS Núms. 1168 - 1169 ‘‘RELEVO DEL GRL. NICOLÁS DE BARI HERMOZA RÍOS’’ DEL 20 DE AGOSTO DE 1998 —Diálogo —ininteligible—  de dos personas, a quienes no se les puede identificar, debido a filmación defectuosa, ya que no aparecen sus rostros.
"El señor		.—"	 Era un hombre muy inteligente  (?).
"El señor		.—"	 Pero si es todo lo que ha dicho, en  siete años (?).
"El señor		.—"	 Es igual, hermano.
"El señor 		.—"	 Así es.
"El señor		.—"	 Igualito pasó también con el caso de Abraham Caballerino, Abraham Caballerino, fue pues el que cuando estaba  de  Comandante Adjunto él se oponía a la actitud del  Ministerio de Defensa. Entonces, como ya había hecho esto,  comenzó a tocar puertas, a un montón de gente para,  bueno, y habló contra el Ejército, contra la Marina.
"El señor 		.—"	 Claro.
"El señor		.—"	 Era un vuelo, pero más que nada. Y después  cuando lo destituye Alan García,  él se concentra en la FAP, y como el General estaba en Piura en esos momentos,  yo era Comandante. Entonces, se queda entre el Comando del Ala 1, que era  el General Chávez. Viajó a Lima urgente (?). Así que todos vamos a pedir trabajo, por antigüedad. Igualito es hermano, igualito hermano, le dije (?) que todos pidan su baja, ni hablar, dos días lo va durar. Al día siguiente, o a los dos días, el segundo tomó la  caña.
"El señor		.—"	 Y se acabó la cojudez.
Background	"—Diálogo ininteligible por grabación defectuosa. El señor		.—  (2) Después ya lo (?). (risas) —En este espacio continúan llegando los participantes a la reunión, mientras tanto, dialogan lejos del audio que es imposible transcribirlo. —Hace su ingreso el doctor Vladimiro Montesinos Torres. —Seguidamente, van tomando sus respectivos asientos, esperando el ingreso del señor Presidente, ingeniero Alberto Fujimori ."
El señor MONTESINOS TORRES.—	" “Yo sé que tú no (3) me tienes confianza."""
El señor MONTESINOS TORRES.—	 (?) de lo del objetivo, no?
"El señor		.—"	 Claro.
"El señor		.—"	 Si dijo en el Congreso que era tu dueño.
El señor MONTESINOS TORRES.—	 ¿Qué era mi dueño?
"El señor		.—"	 Sí, dijo así. Y que se llevaba bien con todos los ministros, inclusive con los ministros militares, el ministro. Y yo me puse colérico. (Pausa)
Background	—Suena un timbre.
"El señor		.—"	 Más bien, parece que se ha armado un problema tremendo en la sesión del viernes, no?
"El señor		.—"	 (?).
"El señor		.—"	 (?) un problema tremendo.
"El señor		.—"	 Es un enfrentamiento directo contra (?).
"El señor		.—"	 Pero tiene que extenderse a la red que tienen.
"El señor		.—"	 Claro, (?).
Background	—Ingresa el señor General de División E.P. César Saucedo Sánchez e intercambia saludos y palabras de bienvenida con los presentes, estableciéndose un diálogo ininteligible.
El señor MONTESINOS TORRES.—	 ¿Y, qué tal?
El general EP SAUCEDO SÁNCHEZ.—	 Casi nos echábamos por nuestro amigo.
El señor MONTESINOS TORRES.—	 ¿Ah si? Ahí ella que los espera.
El general EP SAUCEDO SÁNCHEZ.—	 ¿Qué tal, hermano?
El señor MONTESINOS TORRES.—	 Saliste bien, ah. Salió bien la respuesta ¿no?
El general EP SAUCEDO SÁNCHEZ.—	 ¿Salió bien, no?, porque.
El señor MONTESINOS TORRES.—	 Porque si no, yo protestaba.
El general EP SAUCEDO SÁNCHEZ.—	 Claro, y me ha llamado ahora, pero no le he contestado.
El señor MONTESINOS TORRES.—	 Pero ya sabe que tú estás en buen.
El general EP SAUCEDO SÁNCHEZ.—	 Sí, pero yo creo que no es conveniente el estancamiento.
El señor MONTESINOS TORRES.—	 Claro.
El general EP SAUCEDO SÁNCHEZ.—	 Sí, felizmente estaba pues en el ambiente del señor almirante.
"El señor		.—"	 Con los submarinos.
El señor EP SAUCEDO SÁNCHEZ.—	 Y con lo que se inspira uno. (Risas.) Parece que hubiera habido un, cómo se llama, un frío tremendo.
El señor MONTESINOS TORRES.—	 Allí estaba en el muelle un... con su respectiva cava.
El general EP SAUCEDO SÁNCHEZ.—	 He encargado hacer la cobertura.
El señor MONTESINOS TORRES.—	 Yo le digo, hermano, en el tema.
"El señor		.—"	 Han destacado el tema de las minas.
El general EP SAUCEDO SÁNCHEZ.—	 Ah sí, pues, porque felizmente yo le dije a O'Connor, tú no sabes...
El señor MONTESINOS TORRES.—	 Que te hiciera un...
El general EP SAUCEDO SÁNCHEZ.—	 Sí, me está enviando en la mañana y en la tarde el tema del informe. (Parte testada.)
El señor MONTESINOS TORRES.—	 ¿De este sábado? O sea, que de este sábado al otro sábado ya debe estar todo listo.
El general EP SAUCEDO SÁNCHEZ.—	 Sí, debe estar, sí. Ahí dice en principio el 22.
Background	—Diálogo ininteligible. —Ingresa el señor Presidente de la República, ingeniero Alberto Fujimori Fujimori.
El general EP SAUCEDO SÁNCHEZ.—	 Buenos días, señor Presidente.
El señor FUJIMORI FUJIMORI, Alberto.—	 Buenos días. He tomado la decisión de hacer algunos cambios importantes en el Comando Conjunto. Entonces, el cambio es el general Hermoza, quedaría relevado de su cargo de la Presidencia del Comando Conjunto y, al mismo tiempo, le encargaría a usted el mismo cargo. Por supuesto que ahora voy a visitar al general Hermoza, porque no es usual, nunca ha habido inconvenientes en este tema. Pero, como ha trabajado conmigo 6 años no quiero hacer un camino perverso. Entonces, ésta es la resolución.
El general EP SAUCEDO SÁNCHEZ.—	 No quiero tenerlos en suspenso.
