speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL AUDIO N.° 1492 ‘‘REUNIÓN DR. - EDUARDO CALMELL’’ DEL  21 DE ABRIL DE 1999
El señor MONTESINOS TORRES.—	 ... ¿están los 140 comandos?
El señor CALMELL DEL SOLAR.—	 Ya están haciendo ahí su...
El señor MONTESINOS TORRES.—	 Están ahí, que tomen las fotos que el fotógrafo crea conveniente. De repente puedes poner tú una partidita de fotos.
El señor CALMELL DEL SOLAR.—	 Sí, sí, tengo varias cosas ahí que estamos armando con  editorial para mañana para que salgan bien las cosas. Además, a nosotros nos interesa levantar el tema, pues.
El señor MONTESINOS TORRES.—	 Por supuesto, hay que levantar el tema. Entonces, ahí puede salir una muy buena foto o...
El señor CALMELL DEL SOLAR.—	 Sí, ya les he dicho además toda la vida porque les he comprado máquinas nuevas, pues... una buena foto.
El señor CALMELL DEL SOLAR.—	 Claro.
El señor MONTESINOS TORRES.—	 Y ahí tiene los 140 comandos, están los túneles. Ellos podrán tomar las fotos que se les ocurra en la imaginación.
El señor CALMELL DEL SOLAR.—	 A ver cómo funciona.
El señor MONTESINOS TORRES.—	 A ver cómo funciona. Mañana puedes tener, pues, una secuencita de fotos, ¿sí?
El señor CALMELL DEL SOLAR.—	 Sí, hay que tomarle fotos. ¿ Y cómo va la cosa? Bien.
El señor MONTESINOS TORRES.—	 Bien, felizmente. El tema de los... ya te lo estamos desinflado al máximo porque eso me parece a mí de que ha sido una extralimitación de la mujer, innecesaria, de mortificación...
El señor CALMELL DEL SOLAR.—	 Lo que ha generado es que Mufarech tenga algunos argumentos a su favor.
El señor MONTESINOS TORRES.—	 Totalmente. Eso a mí me parece, eso está desinflándose este viernes.
El señor CALMELL DEL SOLAR.—	 Ya le he dicho que lo pase ya para atrás, también. Lo que pasa es que como yo le tengo mucho cariño a Carmen y a la gente que trabajó en Aduanas...
El señor MONTESINOS TORRES.—	 Sí.
El señor CALMELL DEL SOLAR.—	 Lo que no quería es que se viera, pues, una cuestión parcializada, ¿no es cierto?
El señor MONTESINOS TORRES.—	 Claro.
El señor CALMELL DEL SOLAR.—	 Que yo la defiendo pese a todo...
El señor MONTESINOS TORRES.—	 Claro
El señor CALMELL DEL SOLAR.—	 Y porque evidentemente a mucha gente de ahí, la mayoría gente amiga que te llama y te dice, oye...
El señor MONTESINOS TORRES.—	 ...cómo me han hecho esto.
El señor CALMELL DEL SOLAR.—	 Claro. Y yo le digo, bueno, yo mismo estoy en la lista, ¿has visto mi nombre? Sí, ya bueno. Entonces, yo le digo, ¿tú crees que lo hubiera puesto si fuera con maldad? No. Bueno, no sé qué y no sé cuanto. Entonces, la gente se ha calmado un poco.
El señor MONTESINOS TORRES.—	 Ya.
El señor CALMELL DEL SOLAR.—	 Pero sabes qué, la sensación que le ha dejado a la gente que tiene recursos, pues, evidentemente, es como que hubiera sido una venganza contra ellos, ¿no? Bueno yo digo, no porque la mayoría... me ha llegado gente que es de origen israelí porque se (?), etcétera y le digo, no tengo porque tener rabia (?)
El señor MONTESINOS TORRES.—	 Claro, lógico, sí, sí.
El señor CALMELL DEL SOLAR.—	 Pero, les ha generado malestar a todo el mundo porque...
El señor MONTESINOS TORRES.—	 Innecesariamente. A mí me parece que es una...
El señor CALMELL DEL SOLAR.—	 Esos son los pequeños errores que yo te decía la vez pasada.
El señor MONTESINOS TORRES.—	 Sí.
El señor CALMELL DEL SOLAR.—	 Oye, bueno, te cuento una cosa que ya, (?) esperando, (?) situaciones con él. Yo te soy absolutamente honesto, si yo tuviera que recurrir a alguien para trabajar y me hiciera un servicio, recurriría.
El señor MONTESINOS TORRES.—	 Claro.
El señor CALMELL DEL SOLAR.—	 Entonces, ahí habría dos posibilidades —que es lo que yo pienso—, ¿qué me propondría el doctor Montesinos si me tuviera que defender? Siempre hay una posibilidad dicen. Bueno depende de esto, del 30%, lo que ganes, 40% de aquello o un honorario profesional. En mí caso específico, yo había visto... Yo creo primero en la causa...
El señor MONTESINOS TORRES.—	 Claro.
El señor CALMELL DEL SOLAR.—	 ...tuya y en la del Presidente Fujimori. Pero sobre todo, en el Presidente Fujimori que está llegando a una cosa absolutamente impecablemente.
El señor MONTESINOS TORRES.—	 Impecable, él es el conductor.
El señor CALMELL DEL SOLAR.—	 En consecuencia, yo te soy absolutamente honesto. Yo creo que mi compromiso no es un compromiso de carácter monetario sino amical.
El señor MONTESINOS TORRES.—	 Yo sé perfectamente, así es.
El señor CALMELL DEL SOLAR.—	 Y así se va a quedar, absolutamente amical contigo, con el Presidente, con el Gobierno. Si quieres tomarlo como un favor, tómalo como un favor, pero sino simplemente como la amistad que uno tiene a horas idas y vueltas.
El señor MONTESINOS TORRES.—	 Claro.
El señor CALMELL DEL SOLAR.—	 Y con mucho gusto ayudarlos en todo lo que sea la campaña, en todo lo que yo pueda, con la libertad, como tú sabes, uno siempre es libre cuando las cosas vienen bien (?), con absoluta libertad.
El señor MONTESINOS TORRES.—	 Ese es el deseo.
El señor CALMELL DEL SOLAR.—	 Yo te agradezco que me hayas dado unos minuto, pero al lado de uno siempre hay una gente amiga que a mí... Que la gente me haga daño no me preocupa, lo único que te pediría es que si hay alguien dentro del periódico, siempre me avises a mí.
El señor MONTESINOS TORRES.—	 Ya.
El señor CALMELL DEL SOLAR.—	 O sea, si a alguien vas a contratar en el periódico me avisas a mí. Yo encantado de ayudarlos, en lo (?) especialmente a ti, en lo que tiene Manuel Ulloa en el medio.
El señor MONTESINOS TORRES.—	 Ya.
El señor CALMELL DEL SOLAR.—	 Creemos en lo que está haciendo. No necesita haber ningún tipo de recompensa o algo premial.
El señor MONTESINOS TORRES.—	 No. Yo todo eso lo hacía, digamos, porque no tanto tomándolo como el tema  del *Newdess* para que de eso, de la recompensa, sino porque obviamente los medios de comunicación viven de 2 cosas, no tanto de la venta del periódico; porque tú lo sabes perfectamente bien, que la venta no justifica el gasto de la inversión.
El señor CALMELL DEL SOLAR.—	 Así es.
El señor MONTESINOS TORRES.—	 El medio vive esencialmente de la publicidad y la publicidad tiene dos variables: la publicidad oficial o estatal, y la publicidad privada. Esa es la realidad.
El señor CALMELL DEL SOLAR.—	 Sí, así es, así es.
El señor MONTESINOS TORRES.—	 Esa es la realidad. Entonces, el tema de la publicidad estatal tú lo sabes perfectamente que ahora por las razones de austeridad...
El señor CALMELL DEL SOLAR.—	 Siempre está siendo más controlada.
El señor MONTESINOS TORRES.—	 Está siendo un poco más controlado y entonces es menos viable poder dar un apoyo a los amigos, etcétera, ¿no es cierto? Aun cuando últimamente ya tú habrás visto que se ha aperturado bastante, ha habido... (2) 
El señor CALMELL DEL SOLAR DÍAZ.—	 Se ha aperturado bastante, sí, sí, ya estoy viendo, bastante, ha sido mucho mejor.
El señor MONTESINOS TORRES.—	 Mucho mejor que en otros momentos.
El señor CALMELL DEL SOLAR DÍAZ.—	 Así es, de todas maneras.
El señor MONTESINOS TORRES.—	 La publicidad privada, bueno, eso se ve normalmente en el periódico que tiene sus fluctuaciones pero también sufre las consecuencias de la recesión.
El señor CALMELL DEL SOLAR DÍAZ.—	 Así es, así es.
El señor MONTESINOS TORRES.—	 Y al haber la recesión, obviamente hay una bajada. Muy bien. Entonces, balancea las dos cosas así y nosotros ¿qué cosa es lo que vemos, y yo particularmente qué es lo que observo y siempre lo comento con el Presidente? Entonces, veo que un medio, que es un medio que tiene primero, una trayectoria, o sea tiene historia. Tenemos a Manuel Ulloa con una trayectoria no de ahora, sino de muchos años; un medio que tiene ya una imagen en la opinión pública nacional. Aparte de eso también es el esfuerzo de los hombres que a lo largo del tiempo han ido estando en ese medio, a pasar del interregno del gobierno militar que se apropió de Expreso en una época de (?) y toda la gente accio-populistas que se quedaron ahí. Pero ¿qué pasa? El medio es una empresa, y una empresa es un negocio, y ese negocio obviamente, como toda persona, como tú o yo, cualquiera que se embarca en un negocio siempre quiere que el negocio vaya adelante, pero en las coyunturas que se presentan en el país, cuando las dos variables que me permite que el negocio se mantenga por lo menos para que no tenga yo mi balanza inclinada en todo.
El señor CALMELL DEL SOLAR DÍAZ.—	 En eso ...
El señor MONTESINOS TORRES.—	 Entonces, digo yo, muy bien, si eso se produce así; entonces, ¿cómo ayudan los amigos a los amigos? Entonces, la única forma de ayudar es justamente con una colaboración que se hace a los amigos, que no es decir “oye, yo, te doy ésta colaboración para que tú hagas esto”. No, porque en primer lugar partimos de una premisa que es la identificación.
El señor CALMELL DEL SOLAR DÍAZ.—	 Sí, claro.
El señor MONTESINOS TORRES.—	 Si hay una identificación está perfecto. Pero, al margen de esa identificación, y si hay la posibilidad de una colaboración que no es una exigencia tuya, es simplemente una iniciativa mía, en el asunto, pienso yo que es  una iniciativa, que medítala si no me quieres decir ahora, lo hago yo con el mismo espíritu que tú me dices a mí de que no obstante cualquiera que sean los lares sigues apostando por el Presidente, porque somos conscientes que es una persona que está llevando el país adelante, etcétera. Y las alternativas que hay, llámese Castañeda, o llámese Andrade o “X”, no van a lograr cuajar lo que ni en 10 años se ha logrado.
El señor CALMELL DEL SOLAR DÍAZ.—	 Sí, claro, tú sabes que ahí el pensamiento nuestro es muy claro desde hace mucho tiempo, e independientemente de todas las consideraciones, el país es otro.
El señor MONTESINOS TORRES.—	 Claro.
El señor CALMELL DEL SOLAR DÍAZ.—	 Ha cambiado, bueno, la visión que compartimos, esa visión es mucho más allá del proceso electoral.
El señor MONTESINOS TORRES.—	 Claro, lógico.
El señor CALMELL DEL SOLAR DÍAZ.—	 Es un país que queremos para años.
El señor MONTESINOS TORRES.—	 La etapa es simplemente es un problema.
El señor CALMELL DEL SOLAR DÍAZ.—	 Es un problema de coyuntura. Mira ahí nosotros, yo personalmente soy muy claro en eso, independientemente de eso, yo te lo dije la vez pasada, si yo hubiera tenido que buscar a alguien que me manejara el Servicio de Inteligencia, pues obviamente te hubiera buscado, o si tuviera que contratar ahora, con un curriculum así, el Presidente igual. Entonces mil gracias por haber pensado en nosotros, agradecemos... Yo te lo agradezco personalmente, este tema.
El señor MONTESINOS TORRES.—	 Ya.
El señor CALMELL DEL SOLAR DÍAZ.—	 En lo que podamos. Si algún día necesitamos algo, evidentemente recurriremos...
El señor MONTESINOS TORRES.—	 Para eso estamos, yo estoy llano, hermano, a lo que tu me digas: “o sea, sabes que necesitamos éste mes un apoyo”, y yo encantado de darte el apoyo.
El señor CALMELL DEL SOLAR DÍAZ.—	 Pero quisiera que tanto tú como el Presidente...
El señor MONTESINOS TORRES.—	 Por eso, que quede abierto.
El señor CALMELL DEL SOLAR DÍAZ.—	 Sí, que se sientan en la libertad absoluta...
El señor MONTESINOS TORRES.—	 Claro.
El señor CALMELL DEL SOLAR DÍAZ.—	 Tanto como de llamarnos como que nosotros llamemos.
El señor MONTESINOS TORRES.—	 Tenemos que hacer la coordinación, además está el “Chizito” Vicente que es una persona digamos que tiene aproximación contigo.
El señor CALMELL DEL SOLAR DÍAZ.—	 Tú sabes que yo a ellos los... a mí no me disgusta cuando, yo les he dicho siempre a todos los que, pero lo único que les pido siempre es “no me rompan la jerarquía dentro del diálogo”.
El señor MONTESINOS TORRES.—	 No romper la relación.
El señor CALMELL DEL SOLAR DÍAZ.—	 Claro, sino, avísenme. Evidentemente ellos tienen su forma de trabajar, y sus cosas, yo les dije “bueno, no hay ningún problema”, mientras no tomen el nombre o no hagan una cosa extraña, siempre, y lo han hecho durante todos estos años, sin mayores...
El señor MONTESINOS TORRES.—	 No, Vicente es un tipo serio en ese sentido.
El señor CALMELL DEL SOLAR DÍAZ.—	 Y en general él. Luego la otra cosa es muy complicada, es como si yo te dijera “vente a trabajar conmigo al diario”. Y tu me dijeras toda la vida he trabajado con el Presidente, cuánto me tendrías, dejarías el servicio de inteligencia, que tendría que darte, o cómo podría ofrecerte yo para que te vengas al diario, y eso no es imposible. Entonces, yo prefiero que sea una relación en la cual, con absoluta confianza siempre que.
El señor MONTESINOS TORRES.—	 No, conversamos directamente, si yo te llamo a ti, para qué, yo no me voy a valer...
El señor CALMELL DEL SOLAR DÍAZ.—	 Me avisas a mí, si no estoy yo, cualquier cosa me avisa a mí.
El señor MONTESINOS TORRES.—	 Claro pues, si la colaboración es directa, yo no, para qué me voy a valer de terceros. Salvo las cosas ya puntuales, “oye, mi padre y madre”.
El señor CALMELL DEL SOLAR DÍAZ.—	 Ah, claro, con alguna, me haces llegar con alguno de ellos, no hay ningún problema en eso.
El señor MONTESINOS TORRES.—	 Por ejemplo, ahora la cosa, me pareció muy importante esa iniciativa de poder poner las fotos.
El señor CALMELL DEL SOLAR DÍAZ.—	 Y nosotros vamos a... Ferreyra ayer fue al (?) a visitarme a, y me dice: “Oye ustedes tienen algún acuerdo con el gobierno porque, escriben ustedes algo, y después el Presidente nos cuadra”, yo: “bueno, lo único que nosotros hacemos es decir un poco las cosas como pensamos nosotros que pueden ser.
El señor MONTESINOS TORRES.—	 Claro, lógico
