speaker	speech
Background	" Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL AUDIO CD N.° 1289 ""REUNIÓN DR. – CONGRESISTA FERRERO"" 31 DE DICIEMBRE DE 1998"
El señor FERRERO COSTA, Carlos.—	 Eso es imposible, es imposible porque el concepto de mayoría calificada ¿Qué quiere decir en la mayoría calificada? Quiere decir un número suficiente para generar consenso.
El señor MONTESINOS TORRES.—	 Así es.
El señor FERRERO COSTA, Carlos.—	 Si tú hablas de una mayoría calificada sobre presentes no estás buscando número que genere consenso porque la mayoría del Congreso es 60 más uno 61. Si tú dices la mayoría de los presentes, que es mínimo 61, dos tercios son 40 y 40 viene a ser un tercio del total del Congreso; o sea, al revés de los dos tercios que requiere la Constitución. No hay mayoría calificada sobre presentes, no existe. No sé cómo explicarte, es como si dijeras botes sobre el avión o botes volando; o sea, no hay bote, el bote tiene que estar en el agua.
El señor MONTESINOS TORRES.—	 Así es.
El señor FERRERO COSTA, Carlos.—	 Entonces, si tú dices mayoría calificada no hay bote, el bote tiene que estar en el agua.
El señor MONTESINOS TORRES.—	 Así es.
El señor FERRERO COSTA, Carlos.—	 Entonces, si tú dices mayoría calificada sobre presentes ya no hay mayoría calificada.
El señor MONTESINOS TORRES.—	 No, pues, ya no es mayoría calificada. Estamos de acuerdo en eso.
El señor FERRERO COSTA, Carlos.—	 Como hace la Ley Orgánica, le quita la parte orgánica o te convences. Había el caso de gentes que estaban convencidas. A mí se me ha acercado Campos Baca a las diez y media de la noche y me ha dicho: Estoy contento. Pero por qué, le digo, (Ininteligible). Campos Baca es un hombre muy tratable. Seguros los votos de la mayoría,  (Ininteligible) porque sale mejor, pasamos los 80. Pero cuando como la ley no estaba lista, dice Marcenaro, damos un tiempo para terminar de ordenar, lo cual es una estupidez porque ha debido pasar al día siguiente porque aquí hay un concepto equivocado que le metió Yoshiyama en la cabeza, le lavó el cerebro a todo el mundo de que la ley entra a la diez y tiene que salir aprobada a las 12. Falso, no es cierto. Para el debate a las diez, señores, mañana seguimos y en la noche arreglas lo que hay que arreglar, lees el nuevo texto, todo el mundo contento con periodistas en las galerías. Pero así desgraciadamente no se hace. Entonces, se suspende por media hora y Marcenaro dice, mientras tanto vamos a leer un pedido de delegación de facultades. ¿Por qué un pedido de delegación de facultades? Porque el Gobierno pide todo, pide todo, ¿no sé si lo ha leído usted?
El señor MONTESINOS TORRES.—	 No, no lo he leído.
El señor FERRERO COSTA, Carlos.—	 Pide mercado de valores, materia tributaria sin decir cuál.
El señor MONTESINOS TORRES.—	 Y eso es obligatorio.
