speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1370 “AUDITORIO JOSÉ RUIZ” DEL 13 DE MARZO DE 1999 —Se aprecia a un oficial del Ejército leyendo el Acta.
El señor RELATOR.—	 ... en los estamentos que conforman el Sistema de Inteligencia Nacional con relación a los temas materia de la convocatoria. Esto en la absoluta coincidencia y unanimidad de criterios en el sentido que se hacía necesario adoptar un acuerdo institucional en el que se deje claramente señalado que la decisión adoptada por las Fuerzas Armadas, la Policía Nacional del Perú y los estamentos que conforman el Sistema de Inteligencia Nacional el 5 de abril de 1992 de apoyar la decisión del Señor Presidente de la República, ingeniero Alberto Fujimori Fujimori, representó la voluntad y sentir unánime de todos sus componentes. Así mismo, que también era necesario adoptar acuerdo en el sentido de establecer que, o igualmente, asumían el compromiso de honor de respaldar y dar su apoyo al personal de las fuerzas del orden y comunidad de inteligencia sobre los que se pretendiese ejercer represalias o venganza tomando como pretexto la supuesta violación de derechos humanos a raíz de la lucha contra el terrorismo no obstante estaba en plena vigencia las leyes de amnistía general. En vista de lo expresado por los señores oficiales generales, almirantes y miembros de los estamentos conformantes del Sistema de Inteligencia Nacional y habiendo absoluta coincidencia de opiniones acerca de la necesidad de emitir un pronunciamiento se adoptaron por unanimidad los siguientes acuerdos:
Primero.—	 Que la participación de las Fuerzas Armadas, de la Policía Nacional del Perú y de los estamentos que conforman el Sistema de Inteligencia Nacional en la decisión adoptada por el gobierno del Señor Presidente de la República y Jefe Supremo de las Fuerzas Armadas y Policía Nacional del Perú, ingeniero Alberto Fujimori, el 5 de abril de 1992 fue un acto consciente y serenamente meditado, por lo que el respaldo y apoyo institucional brindado a tal decisión fue la expresión de la voluntad institucional unánime de los miembros que conforman las Fuerzas Armadas, Policía Nacional y estamentos del Sistema de Inteligencia Nacional.
Segundo.—	 Que en tal decisión no primaron criterios individuales sino más bien las ideas y planteamientos que constituyeron la voluntad general de las corporaciones castrenses, Policía Nacional del Perú y estamentos del Sistema de Inteligencia Nacional, los que luego de una toma de conciencia respecto de la situación que vivía el país y de los peligros que se cernían sobre la gobernabilidad de la nación consideraron correcto y necesario brindar su total respaldo a la decisión tomada por el Ejecutivo correspondiendo a los altos mandos castrenses, canales naturales de representación de sus bases, exteriorizar y formalizar la voluntad general de sus propias corporaciones.
Tercero.—	 Expresar que las Fuerzas Armadas, la Policía Nacional del Perú y los estamentos que conforman el Sistema de Inteligencia Nacional conjunta e institucionalmente defenderán y protegerán a sus miembros en el caso de que se pretendiera responsabilizarlos individualmente por el apoyo y la atención institucional que otorgaron a la decisión del 5 de abril de 1992 en razón de tratarse de una decisión institucional que corresponde corporativamente a todos los hombres que integran las Fuerzas Armadas, la Policía Nacional y los estamentos que conforman el Sistema de Inteligencia. Por lo tanto, cualquier acción que en el futuro se pretendiera realizar en contra de un miembro de las fuerzas del orden y del sistema de inteligencia por el apoyo institucional al que se refiere la presente acta comportaría por sí misma una ofensa contra las instituciones tutelares que obligará a los respectivos comandos que se sucedan en el futuro a la defensa irrestricta de dicho miembro de manera institucional. En tal sentido el acatamiento del presente acuerdo constituye un compromiso de honor y como tal una obligación con carácter imperativo de cuyo cumplimiento ningún mando podrá sustraerse. A su vez, el incumplimiento del presente acuerdo acarreará para el infractor no solo el rechazo unánime de su institución sino también la sanción disciplinaria correspondiente y el sometimiento a una corte de honor por grave falta contra el honor y el decoro militar, sustentos éticos de la disciplina, pilar fundamental de toda institución castrense en la medida que constituye también el soporte material de los principios de unidad y continuidad que permiten la permanencia y el desarrollo estable de las fuerzas del orden en el tiempo.
Cuarto.—	 Expresar el rechazo (2) institucional a la actitud adoptada por algunos oficiales en situación de retiro de las Fuerzas Armadas y de la Policía Nacional del Perú, que inmersos ahora dentro de la contienda política partidaria están emitiendo juicios y opiniones interesados que encierran el claro propósito de individualizar supuestas responsabilidades con relación a los sucesos del 5 de abril de 1992 demostrando con ello una conducta infraterna con sus camaradas de armas y una absoluta deslealtad con las instituciones que los cobijaron y en su momento fueran su razón de ser.
Quinto.—	 Declarar que a las Fuerzas Armadas, Policía Nacional y los estamentos que conforman el Sistema de Inteligencia Nacional les ha correspondido un papel de fundamental y decisiva importancia en la derrota estratégica de los grupos terroristas, que desde el año 1980 ensangrentaron al país sumiéndolo en muerte y destrucción,  que esta participación es un motivo de patriótico orgullo y una demostración de eficiencia profesional que ha sido reconocida por la sociedad peruana y por la comunidad internacional.
Sexto.—	 Remarcar que en tal sentido el prestigio de las Fuerzas Armadas, Policía Nacional y estamentos conformantes del Sistema de Inteligencia, así como el de las personas que los integra, está muy por encima de las calumnias, tergiversaciones y versiones tendenciosas y distorsionadas que determinados elementos conocidos por su animadversión a las instituciones tutelares pretenden utilizar con el claro propósito de dañar la imagen de nuestras instituciones.
Séptimo.—	 Precisar que si además del reconocimiento de la sociedad peruana y de la comunidad internacional al éxito de la estrategia de pacificación nacional aplicada a partir de julio de 1990 por el señor Presidente de la República y Jefe Supremo de las Fuerzas Armadas y Policía Nacional del Perú, ingeniero Alberto Fujimori Fujimori, con pleno y absoluto respeto a los derechos humanos no fuese considerado suficiente por quienes pretenden dañar la imagen institucional la nación ha dictado leyes de amnistía general que están en plena vigencia, por las cuales se deja establecido con absoluta claridad que no les corresponde responsabilidad alguna, institucional o individual, al personal militar, policial y de la comunidad de inteligencia que participaron en la lucha contra el terrorismo.
Octavo.—	 Declarar que las Fuerzas Armadas, Policía Nacional del Perú y estamentos que conforman el Sistema de Inteligencia Nacional asumen el compromiso institucional sin límite en el tiempo de defender, proteger y solidarizarse con sus integrantes ante la eventualidad y no obstante la plena vigencia de las leyes de amnistía en general de que se pretendiera  responsabilizarlo,  encausarlo o ejercer cualquier tipo de represalia por su intervención en la lucha contra el terrorismo. Este acuerdo, al igual que el consignado en el punto tres, constituye un compromiso de honor y como tal es una obligación con carácter imperativo de cuyo fiel y cabal cumplimiento ningún mando podrá sustraerse bajo las responsabilidades a que se refiere la parte in fine del tercer acuerdo de la presente acta.
