speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1415 “REUNIÓN DE CORONELES DE LAS FUERZAS ARMADAS Y POLICÍA NACIONAL DEL PERÚ” DEL 19 DE MARZO DE 1999 —Los señores oficiales de las Fuerzas Armadas y de la Policía Nacional del Perú esperan en un auditorio para que se inicie la sesión. El estrado es una mesa larga, detrás de la cual se muestran los estandartes de las respectivas Fuerzas Armadas y de la Policía Nacional del Perú.
El señor PRESENTADOR.—	 General Domínguez, General Domínguez, por favor, acercarse a la Mesa. Tomar asiento para proceder a dar las indicaciones. Guardar silencio, que vamos a proceder a dar algunas indicaciones.
Background	—Hacen su ingreso al recinto el General Julio Salazar Monroe, el General José Villanueva Ruesta, el General Saucedo Sánchez, el Comandante General de la Marina Ibárcena Amico, el Comandante General de la Fuerza Aérea Elesván Bello, el General Dianderas Ottone, el Contralmirante Rozas y el inculpado Vladimiro Montesinos Torres.
El señor PRESENTADOR.—	 Permiso, señor Ministro, para dar inicio a la sesión del Comando Conjunto. Señores Coroneles y Capitanes de Navío: Con la participación del señor General de Ejército don Julio Salazar Monroe, Ministro de Defensa; del señor General de División don José Villanueva Ruesta, Ministro del Interior; del señor General de Ejército don César Saucedo Sánchez, Presidente del Comando Conjunto de las Fuerzas Armadas y Comandante General del Ejército; del señor Almirante Américo Ibárcena Amico, Comandante General de la Marina de Guerra del Perú; del señor General del Aire Elesván Bello Vásquez, Comandante General de la Fuerza Aérea del Perú; del señor Teniente General Fernando Dianderas Ottone, Director General de la Policía Nacional del Perú; del señor Contralmirante Humberto Rozas Bonuccelli, Jefe del Servicio de Inteligencia Nacional; y del señor doctor Vladimiro Montesinos Torres, Asesor de la Alta Dirección del Sistema de Inteligencia Nacional. Se va a realizar la Sesión Especial N.° 7 del Comando Conjunto de las Fuerzas Armadas, con participación de la Policía Nacional del Perú y estamentos del Sistema de Inteligencia Nacional. Dando inicio a la Sesión Especial N.° 7 del Comando Conjunto de las Fuerzas Armadas, entonaremos los himnos de los Institutos Armados y de la Policía Nacional del Perú. Ponerse de pie.
Background	—Se entonan los himnos de los Institutos Armados y de la Policía Nacional del Perú. (2) ( Aplausos.)
El señor PRESENTADOR.—	 Tomar asiento, por favor. A continuación palabras de saludo del señor General del Ejército don Julio Salazar Monroe, Ministro de Defensa.
El señor MINISTRO DE DEFENSA, General EP don Julio Salazar Monroe.—	 Señores Coroneles, señores Capitanes de Navío de las Fuerzas Armadas, señores Coroneles de la Policía Nacional del Perú. En mi condición de Ministro de Defensa acompañado por el señor General de División Ministro del Interior, así como por el señor General del Ejército Presidente del Comando Conjunto y Comandante General del Ejército, del Almirante Comandante General de la Marina de Guerra del Perú, del General del Aire Comandante General de la Fuerza Aérea del Perú, del Teniente General Director General de la Policía Nacional del Perú, del señor Contralmirante Jefe del Servicio de Inteligencia Nacional, del señor doctor Asesor del Servicio de Inteligencia Nacional, asistimos a esta Sesión el día de hoy, con mucha emoción, ya que esta oportunidad ha congregado a todos los señores Coroneles y Capitanes de Navío en una sesión histórica que se va a llevar a efecto el día de hoy en la tarde. Esta sesión histórica —repito— tiene una característica muy importante porque es la primera vez que congrega a todos ustedes, los señores Coroneles y Capitanes de Navío de todas las Fuerzas Armadas y la Policía Nacional y el motivo es un motivo de tal trascendencia que nos ha llevado a reunirlos a todos ustedes y que a través de la sesión van a tomar la debida nota para que vean que el motivo (3) amerita para que hoy día nos reunamos en este evento de tal trascendencia. Yo a ustedes les doy la más cordial bienvenida y mi afectuoso saludo, ya que es la primera oportunidad que tengo de hablarles a todos ustedes en conjunto. Espero que al terminar la tarde, todos estemos convencidos de que hemos tenido la oportunidad de estar reunidos en esta sesión y que siempre la recordaremos porque es la primera vez que estamos juntos en este recinto en que todos recordaremos esta fecha tan importante. Paso la palabra al señor General del Ejército, Presidente del Comando Conjunto y Comandante General del Ejército, para que él de inicio a esta sesión el día de hoy. Muchas gracias.
El señor PRESENTADOR.—	 El señor Comandante General del Ejército don César Saucedo Sánchez, Presidente del Comando Conjunto de las Fuerzas Armadas y Comandante General del Ejército declarará abierta la Sesión N.° 7 del Comando Conjunto de las Fuerzas Armadas.
El señor COMANDANTE GENERAL DEL EJÉRCITO Y PRESIDENTE DEL COMANDO CONJUNTO, General EP César Saucedo Sánchez.—	 Señor General del Ejército don Julio Salazar Monroe, Ministro de Defensa; señor General de División don José Villanueva Ruesta, Ministro del Interior; señor Almirante don Américo Ibárcena Amico, Comandante General de la Marina de Guerra; señor General del Aire don Beleván Bello Vásquez, Comandante General  de la Fuerza Aérea del Perú; señor General Policía Nacional don Fernando Dianderas Ottone, Director General de la Policía Nacional del Perú; señor Contralmirante don Humberto Rozas Bonuccelli, Jefe del Servicio de Inteligencia Nacional; señor doctor don Vladimiro Montesinos Torres, Asesor de la Alta Dirección del Servicio de Inteligencia Nacional; señores Coroneles y Capitanes de Navío. Declaro abierta la Sesión N.° 7 del Comando Conjunto de las Fuerzas Armadas con participación de la Policía Nacional del Perú y estamentos del Sistema de Inteligencia Nacional, esperando que los objetivos que nos hemos propuesto en la presente reunión, sean alcanzados a entera satisfacción.
El señor PRESENTADOR.—	 El señor General del Ejército don César Saucedo Sánchez realizará una exposición sobre la situación del asunto que es objetivo de la presente sesión.
