speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ODINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1678 ‘‘REUNIÓN DR. - DELGADO PARKER - SCHÜTZ’’ DEL 25 DE AGOSTO DE 1999
—	 En una sala se encuentra el señor Montesinos Torres y tiene como invitados al señor Manuel Delgado Parker y al señor Schütz Landázuri; todos se encuentran sentados conversando.
El señor SCHÜTZ LANDÁZURI.—	 Bien, asesor principal de todos estos casos. (?)
El señor MONTESINOS TORRES.—	 Perfecto (?)
—	 Se levantan de sus asientos el señor Montesinos Torres y el señor Manuel Delgado Parker y se acercan a un escritorio; el señor Delgado Parker firma un papel o documento.
El señor SCHÜTZ LANDÁZURI.—	 Esa si es auténtica es el saludo al Presidente ¿No?
El señor MONTESINOS TORRES.—	 Sí, sí , sí. El señor  DELGADO PARKER, Manuel.— ¿ Podrías? Es tu pata ¿No?
El señor MONTESINOS TORRES.—	 Si claro y chambeo duro
El señor SCHÜTZ LANDÁZURI.—	 Yo que estoy obligado a empezar un programa político en octubre, pero no tengo espacio y es una cosa que voy a tener que ver y va a ser en vivo y ya sería lo mismo, tendríamos que mostrarlo en junio.
El señor DELGADO PARKER, Manuel.—	 Junio o Julio.
El señor MONTESINOS TORRES.—	 Ya.
El señor SCHÜTZ LANDÁZURI.—	 O sea de una hora y yo voy a terminar de armar, ya yo venía ha hablar contigo.
El señor MONTESINOS TORRES.—	 Para ver como armamos esto.
El señor SCHÜTZ LANDÁZURI.—	 Para armarlo desde el principio claro pues porque lo va hacer 100%
El señor MONTESINOS TORRES.—	 No, no, lo que tu tienes que hacer es conseguirlo para balancearlo.
El señor SCHÜTZ LANDÁZURI.—	 Para balancearlo y que sepan hablar porque yo en realidad no puedo salir ha hablar, entonces tiene que salir ha hablar que uno sepa. Pero entonces nosotros podríamos ayudar mucho a entrar en un dictado facilísimo.
El señor DELGADO PARKER, Manuel.—	 Entonces, nosotros podríamos ayudar mucho a entrar en un dictado facilísimo.
El señor SCHÜTZ LANDÁZURI.—	 Yo tengo a la gente pero ya llamo a este, a este, a este, a este, entonces le va a tocar un tema.
El señor DELGADO PARKER, Manuel.—	 Yo pondré acá los teléfonos.
El señor MONTESINOS TORRES.—	 Póngalo usted en el sitio donde está, para cualquier cosa, celular, carga, todo, inclusive toma la decisión de que sino lo ubico le mando un carro, le hago una nota. (risas)
El señor DELGADO PARKER, Manuel.—	 Envíaselo a los andenes.
El señor SCHÜTZ LANDÁZURI.—	 Los Andenes del Golf, segundo piso, en los Cerros de Camacho, segundo piso, pero si tu por A ó B no lo encuentras.
