speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL AUDIO  N.° 919 “BARLET - DELEGACIÓN ISRAELÍ – DR.” DEL JUEVES 5 DE MARZO DE 1998 —El cassette es totalmente inaudible, hay demasiado ruido y no se puede transcribir.
"El señor		.—"	 (?) cómo ha quedado acá (?).
"El señor		.—"	 A las finales (?)
"El señor		.—"	 Para darle fuerza (?)
El señor MONTESINOS TORRES.—	 Y tienen (?) conviven juntos.
"El señor		.—"	 (?) la amistad y sabemos (?) Ya queda (?) una zona está (?) hay varios, señor.
"El señor		.—"	 Por algo no quiere (?)
El señor MONTESINOS TORRES.—	 Le van a dar el otro cargo.
"El señor		.—"	 Quien es el otro cargo, doctor (?)
El señor MONTESINOS TORRES.—	 Le van a dar (?) la clave (?) y le regalan un (?) no, usted hace (?)
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 Todos saben que tiene (?) él sabe que (?)
"El señor		.—"	 (?) para instalar mejor gobierno.
"El señor		.—"	 (?)
"El señor		.—"	 (?)
El señor MONTESINOS TORRES.—	 A ver (?) su casco (?) Yo he visto en el (?)
"El señor		.—"	 No importa, pero (?)
El señor MONTESINOS TORRES.—	 Ojalá tengan (?) Él tiene tanque para (?)
"El señor		.—"	 La (?) está abriendo un proceso la (?)
"El señor		.—"	 (?) quedar archivado(?)
El señor MONTESINOS TORRES.—	 Las (?)
"El señor		.—"	 Está adjuntado.
El señor MONTESINOS TORRES.—	 (?)
"El señor		.—"	 (?) (2)
"El señor		.—"	 Para ver nuestro acuerdo para (?) y llevar al (?) es difícil cuestionar las faltas (?)
"El señor		.—"	 (?)  le quisieron dar (?)
"El señor		.—"	 (?) en donde está (?) la distancia (?), ha habido
"El señor		.—"	 (?) también está en el manejo (?) debemos mandar al (?) a veces se manda pues todito (?) para juzgar (?)
"El señor		.—"	 (?)  pero tampoco está (?) para este año (?) 
"El señor		.—"	 No importa (?)
"El señor		.—"	 (?) hay algunos (?) no, si fue rápido (?) pero sin embargo (?) aló habla (?) no se le puede decir (?) (3)
—	 El cassette es totalmente inaudible, hay demasiado ruido, no se puede transcribir.
"El señor		.—"	 (?) habla Alegre. Aló. No está (?). Nadie está (?). Qué parte del (?) es tuyo. (?) Vente y pasa por (?)
"El señor		.—"	 (?) la facilidad que aparentemente tiene. Es un ámbito muy abierto a este tipo de cosas. Por lo delicado de este tema, es más fácil de desarrollar.
El señor MONTESINOS TORRES.—	 Ya.
"El señor		.—"	 Entonces, (?) más de lo necesario. Y ese señor que (?) es uno de los mejores que esta viviendo en este planeta, digamos, de todo lo que es  (?) , espionaje aéreo, destrucción del enemigo sin costo alguno (?). Ahora, después de (?). Yo conozco (?).
"El señor		.—"	 Tú crees que (?)
"El señor		.—"	 No, (?) antes de que (?) nos comente sobre el gasto institucional (?).
El señor MONTESINOS TORRES.—	 A la hora que regrese aquí coordinar, averiguar. Necesitamos eso, por ejemplo, para concluir la conversación, para tomar los (?); de tal manera que tanto en el terreno (?). Aunque no es el terreno prácticamente sobre (?), antes que yo supe traducir la parte (?), yo personalmente me quedé sorprendido (?), no tanto en el aspecto de las personas, sino la mayoría las conozco de otros trabajos (?), tal vez eso, primero, la calidad y la jerarquía de las personas que participaron en todo lo que es (?).  Y ante estos materiales de los más avanzados y secretos que existen en (?), o sea, iguales, pero a su vez conozco a casi todos los que están en el ambiente para ver quienes toman el cargo, porque (?). Hay ciertas cosas que van a presentarse acá. Entonces, francamente quitarle la (?) para el ambiente, ya no está tanto (?) Y el segundo aspecto, esta presión. Yo me di cuenta que (?) para ver ciertas cosas y ciertos canales que normalmente no están abiertos más que todo para América Latina. Una de las cosas que yo puse énfasis, que te lo voy a preparar, es que cuál sería y cómo encajaba el sistema con la idea. Yo sé más o menos cómo se maneja la idea en Latinoamérica y cómo se ha manejado la cuestión de un control. Básicamente mi manera de ver en el 90 y la próxima nueva figura que se va a ver ahora, hay ciertas lecciones que se han aprendido. Y todo el mundo está consciente, basta ver la parte profesional de los Ejércitos, de los cerebros de nuestros Ejércitos, de que hoy ya no se (4) ven esas cosas (?). Los grandes (?) deben haber (?). Es obvio que en la primera línea va a haber un (?) desgaste masivo (?) Después, en el primer día y en el segundo día, para conseguir los objetivos de (?), 2 mil, 3 mil, 5 mil muertos de ambos lados y la pregunta final es que nadie nos ganó, también el que ganó hay que darle también de todas manera; o sea, ahí no hay ganador, sino solamente perdedor. Más que todo que la opinión pública hoy día, no solamente acá en ningún lugar del mundo, ya no puede soportar verle la cara a (?), cantidad de muertos, ninguna carga masiva (?) es que se va a hacer. Entonces, la idea es ¿cómo descubrir al enemigo? Por un golpe inteligente(?) debe ser antes de que empezó (?)antes de que se haga el trato de operaciones ya era direccionado, ha recibido un golpe tan contundente donde no solamente figura como una caída (?) tanto logístico y económico antes del cese militar es tan grande que puede causar un golpe la estructura del enemigo, puede tardar 15 años en recuperar, tanto económicamente como sicológicamente. Esa es la idea. Y la mayoría de los lineamientos que van a ser presentados acá, mi opinión más que todo está en la parte de contratar (?), de la parte técnica y la calidad del equipo (?) Yo puedo (?) a la parte (?) de la infraestructura y lo que significa para el Ejército quedarse sin ojos y sin oídos. Y yo entiendo que esperaban utilizar estos métodos pero en el medio van a quedarse sin infraestructura militar por varios años; o sea, los integrantes...
Background	—Fin del Audio N.° 919. —Transcripción: miércoles 13 de junio de 2001.
