speaker	speech
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 1183 “ENTREGA DE FONDOS A HURTADO MILLER” DEL 11 DE AGOSTO DE 1998 —Se encuentran reunidos los señores Daniel Borobio y Juan Carlos Hurtado Miller.
El señor BOROBIO.—	 Tiene música ¿no?, hay cambio de música en este momento y aparece usted y se dirige a cámara y dice: “ustedes y yo tenemos la fuerza de un tractor”, que involucra a la gente. Entonces, ahí usted queda en off , ya. Entonces, se ve por corte gentío, se ve por corte de pobladores ovacionándolo a usted, corte de toma del candidato trabajando con su equipo; entonces, ustedes en off, quiere decir que está fuera de la cámara, dice: “sientan su poder, su empuje”. Y el locutor dice: “para fortalecer la seguridad, promover el empleo, solucionar el problema del tránsito, para mejorar la calidad de vida de los habitantes más necesitados de Lima”. Y usted dice: “éste tractor ya empezó a andar. Juan Carlos Hurtado Miller con la fuerza de un tractor.” Éste es el que habíamos hablado el otro día.
El señor HURTADO MILLER.—	 Está bonito.
El señor BOROBIO.—	 Éste es un seguidor de seguridad ciudadana. Entonces, comienza usted diciendo: “Este tractor ya empezó a andar”. Mujer on , mujer a la cámara, “porque Hurtado Miller sabe cómo. Hombre, continúa, poner en marcha un plan de seguridad realmente eficiente para poder caminar tranquilos para que nuestros hijos estén protegidos”. El locutor dice: “por eso Lima necesita la fuerza de un tractor”, y ahí termina. Tenemos el otro que se llama administración. Este tractor ya empezó a andar. Personaje dice —usted dice, este tractor ya empezó a andar—, el personaje on dice: “porque Hurtado Miller sabe cómo conseguir recursos porque es economista”.
El señor HURTADO MILLER.—	 No soy ya.
El señor BOROBIO.—	 Acá se equivocaron. “Y tiene experiencia de gobierno y sabe planificar...
El señor HURTADO MILLER.—	 Tiene estudios de economía, sí.
El señor BOROBIO.—	 ...sabe planificar el desarrollo de nuestra ciudad”. Entonces, acá se está yendo, acá nos estamos yendo porque el tractor funciona, pero Hurtado Miller que es inteligente ante la opinión del público sabe cómo.
El señor HURTADO MILLER.—	 Claro, claro, claro.
El señor BOROBIO.—	 Yo le hice una vez un eslogan a Hugo Banzer que decía: “Bolivia quiere porque Banzer sabe”. Sabe cómo solucionar esto, sabe cómo solucionar. “Lima quiere porque Hurtado Miller sabe”, pero es muy largo.
El señor HURTADO MILLER.—	 Hurtado Miller es largísimo.
El señor BOROBIO.—	 Claro. Y ponerle Hurtado no es un nombre y Miller solo tampoco.
El señor HURTADO MILLER.—	 Tampoco.
El señor BOROBIO.—	 Entonces, el otro seguidor dice: “este tractor ya empezó a andar”.
El señor HURTADO MILLER.—	 Ahora Andrade dice: “trabaja bien”, que es su eslogan.
El señor BOROBIO.—	 Claro. Pero en nuestro discurso, en nuestra acción política tenemos que dar la sensación de que trabaja bien, pero poco.
El señor HURTADO MILLER.—	 Pero insuficiente en todo caso.
El señor BOROBIO.—	 El otro seguidor que es el de preocupación, por ejemplo, “ese tractor ya empezó a andar porque Hurtado Miller sabe cómo”.
El señor HURTADO MILLER.—	 Ahora, eso puede  contestar también con el tractor, “el tractor trabaja mucho”.
El señor BOROBIO.—	 Claro, acuérdese del FET famoso, “fuerza, empuje y trabajo”.
El señor HURTADO MILLER.—	 Sí, a la noche, mañana lo digo en la televisión, si es que me hacen hablar.
El señor BOROBIO.—	 “Porque Hurtado Miller sabe cómo”, enseguida usted dice: “solucionar el problema del tránsito y del transporte, promover el empleo, el deporte para todos y mejorar la calidad y nutrición de nuestros hijos”, dice, pues, un hombre.
El señor HURTADO MILLER.—	 Claro.
El señor BOROBIO.—	 Y el locutor termina diciendo: “Por todo esto, Hurtado Miller necesita la fuerza de un tractor”. Entonces, nosotros tenemos las dos líneas, ¿cuál es el riesgo de ésta de acá?. De que como nos pusieron: “vamos vencidos”, nos pongan: “ese tractor no funciona”.
El señor HURTADO MILLER.—	 Claro.
El señor BOROBIO.—	 Ese es el riesgo. Ésta la cambié porque dije, originalmente yo he comenzado por partir de la relación. Se acuerda que le dije: “Este tractor no va a andar, este tractor no va a andar, este tractor no va a andar”; y el otro le decía a usted: “Este tractor no va andar”. “Sí va andar, escúchelo, sienta su empuje, su fuerza”; etcétera; y así se ha desarrollado.
El señor HURTADO MILLER.—	 Claro, claro.
El señor BOROBIO.—	 Por lo mismo, volvimos al principio. Y acá se ha pajareado mi secretaria, ha metido la toma uno y no ha puesto el encabezamiento donde decía: Lima es una ciudad (?) para todos los limeños”. Entonces, ahí viene y dice: “Existe un hombre que usted conoce, un hombre con experiencia de gobierno, un hombre con capacidad de negociar recursos, un hombre convencido que todo es posible con la fuerza de los vecinos”. Yo me iría por éste, yo me iría por ésta línea. Lima, usted dice: “Enfrentemos los graves problemas de Lima con la fuerza de las grandes soluciones”. Pucha, (2) le da una posición de poder. El locutor qué dice: “seguridad ciudadana, promoción de empleo, protección social, transporte popular”. Pero transporte popular, el orden de los factores acá no altera el producto.
El señor HURTADO MILLER.—	 No (?)
El señor BOROBIO.—	 “Hoy Lima necesita la fuerza de tractor, Juan Carlos Hurtado Miller tiene la fuerza. Entonces, ¿qué hacemos? Quienes ven esta campaña dicen...
El señor HURTADO MILLER.—	 Claro, claro.
El señor BOROBIO.—	 ¿Y Hurtado Miller? Tiene fuerza, es un hombre que tiene fuerza (?) pero tiene fuerza, tiene conocimientos, sabe cómo. Hay un montón de elementos ahí que apuntan a un solo hecho.
El señor HURTADO MILLER.—	 Está bien, está bien. ¿Cuál de ellos?
El señor BOROBIO.—	 No. Pero, ¿le gusta los dos?
El señor HURTADO MILLER.—	 Sí, sí, son bien interesantes.
El señor BOROBIO.—	 Esto no lo vamos a sacar al aire mañana.
El señor HURTADO MILLER.—	 Claro, claro que no.
El señor BOROBIO.—	 Lo puedo seguir puliendo.
El señor HURTADO MILLER.—	 Claro. Vamos dándole vuelta, ¿y no se puede hacer una muestra no?
El señor BOROBIO.—	 Puedo hacer una en mi máquina.
El señor HURTADO MILLER.—	 Claro.
El señor BOROBIO.—	 Puedo hacer una en mi máquina pero, ¿lo considera necesario?
El señor HURTADO MILLER.—	 Para afinarlo ¿no? Ahora, yo no entiendo nada de eso, ah, absolutamente nada.
El señor BOROBIO.—	 Si quiere podemos hacer una cosa. Yo puedo lanzar dos (?) y los mandamos a que (?)
El señor HURTADO MILLER.—	 A ver, para ver qué dice. Ésa es una buena idea.
El señor BOROBIO.—	 Es, no, ésa es la mejor de todas porque ese es nuestro seguro de vida. Los focus group dicen...
El señor HURTADO MILLER.—	 Ésta es una porquería.
El señor BOROBIO.—	 Yo le quiero decir una cosa a usted, los focus group dijeron que (?) puede funcionar.
El señor HURTADO MILLER.—	 Sí, el otro día dijeron eso.
El señor BOROBIO.—	 Claro.
El señor HURTADO MILLER.—	 Lo que puede pasar es que después de tres años de la experiencia de Andrade, que sin el apoyo no funciona.
El señor BOROBIO.—	 No, no, deir lo contrario, que los focus group dijeron que, nos dijeron de la campaña de Yoshiyama.
El señor HURTADO MILLER.—	 Ah, ya, ya.
El señor BOROBIO.—	 Nos arrojó positivo, que no había problema.
El señor HURTADO MILLER.—	 Yo hubiera dicho que no desde el principio. Me chocó el primer día que lo vi. La primera impresión que tuve me chocó, estaba en mi casa mirando, me chocó.
El señor BOROBIO.—	 Bueno, por eso mismo es que estoy tan meticuloso con usted; o sea, ya fíjese. Ahora le voy a decir, y con esto se pasó toda una noche, de martes para miércoles pasado, me hice cincuenta alternativas, cincuenta alternativas.
El señor HURTADO MILLER.—	 Ya me imagino.
El señor BOROBIO.—	 Así es. De contrapunto de imágenes, usted la cámara, de...
El señor HURTADO MILLER.—	 Lo que pasa es que yo soy un pésimo opinador de eso porque jamás veo una publicidad, nunca presto atención a ninguna propaganda  política, las cambio inmediatamente así sea mi candidato o de lo (?) me interesa un pepino. Entonces, no opino qué cosa es bueno y qué cosa es malo.
El señor BOROBIO.—	 No, no. No se preocupe que... Bueno, de los dos, los dos son buenos.
El señor HURTADO MILLER.—	 Y eso diseña un profesional, pues ¿no?
El señor BOROBIO.—	 ¿Ah?
El señor HURTADO MILLER.—	 Esas cosas son muy profesionales.
El señor BOROBIO.—	 Los dos están bien hechos. Conmigo tiene un margen de seguridad, digamos, ¿no? O sea, si me equivoco me voy a equivocar por poco, digamos. Ahora, después de la experiencia de Yoshiyama, que fue mi única equivocación en toda...
El señor HURTADO MILLER.—	 Pero fue cuánto, ¿3%?, creo. ¿Cuánto perdió Jaime?
El señor BOROBIO.—	 Tres puntos. Y que hubo boicot interno y una banda de cosas.
El señor HURTADO MILLER.—	 Sí, ¿no?
El señor BOROBIO.—	 Cambio 90 le metió, hubo una facción de Cambio 90 que le metió desde abajo y lo fregaron. Además Jaime, pues, se puso muy nervioso. Un hombre que pesa 60 kilos y baja 6 kilos en la campaña electoral y no duerme, no puede responder.
El señor HURTADO MILLER.—	 No duerme ¿por qué? ¿por trabajo? o por...
El señor BOROBIO.—	 No porque es muy tenso, es inseguro. Es un hombre que para presentarse en televisión repite mil veces y tenemos que repetir en directo, teníamos. Si me pregunta, “Tú pregúntame, Daniel”. Bueno, “A ver ingeniero Yoshiyama, ¿cuál va a ser su plan?” Entonces, él decía, “No sé si usted se acuerda —como él decía— que había tanta cantidad de gente como llenar el estadio varias veces, hacía ese tipo de comparaciones ¿no?”
Background	—El señor Juan Carlos Hurtado Miller recibe una llamada telefónica.
El señor HURTADO MILLER.—	 Sí, aló. (3) Sí. Ya. ¿A dónde estás? Ah, ya, ya, ¿Y? Ya, ya. Sí, sí, pero no conviene, no conviene ir ahora. No conviene ir ahora. Ya. Hablamos más tarde. Ya, gracias, gracias. Chao. Un almuerzo que hacen los martes en la casa de Coco Arbulú.
Background	—Ingresa el señor Vladimiro Montesinos al ambiente y se sienta al lado del señor Juan Carlos Hurtado Miller.
El señor BOROBIO.—	 Ah, no va.
El señor HURTADO MILLER.—	 No, hombre, está yendo; está Andrade, está llegando el séquito el señor Andrade, está Lucho Bedoya, también papá, en el almuerzo.
El señor MONTESINOS TORRES.—	 ¿Qué tal?
El señor BOROBIO.—	 Bien. A  ver qué te parece esas fotos. ¿Cuál de las dos fotos te gusta más? Nosotros ya hemos elegido una, por si acaso.
El señor MONTESINOS TORRES.—	 Me gusta más ésta.
El señor BOROBIO.—	 ¿Cuál es?
El señor HURTADO MILLER.—	 La de camisa. Es que hay dos cosas, en las dos los dientes son espantosos.
El señor MONTESINOS TORRES.—	 Sí.
El señor HURTADO MILLER.—	 Pero ésta nos parece un poquito torcida la cara, parece fingida; está parece bien natural y arma más la casaca. Y como toda la campaña la voy a hacer con la casaca porque estamos en invierno.
El señor BOROBIO.—	 Ahora, mira, mira, mira la cantidad de fotos que hay. O sea, de todas estas hemos elegido...
El señor HURTADO MILLER.—	 O sea, nos pareció que arreglando los dientes en las dos, porque son espantosos los dientes.
El señor MONTESINOS TORRES.—	 ¿Pero se pueden arreglar los dientes?
El señor BOROBIO.—	 No. Los dientes los arreglo hoy día. Pero además yo le he recomendado que se vaya a mi dentista.
El señor HURTADO MILLER.—	 Voy a tener que ir.
El señor BOROBIO.—	 Al que me arregló los dientes.
El señor MONTESINOS TORRES.—	 Para que le nivele.
El señor BOROBIO.—	 Para que lo nivele.
El señor HURTADO MILLER.—	 Espantoso. Ahora, ésta nos parecía más armada la foto, se ve más señorial. Ésta, si bien es cierto que es más deportiva, más juvenil, tiene un poco la cara torcida a la derecha, ¿no? Como vamos a caminar con ésta por todas partes.
El señor MONTESINOS TORRES.—	 No, claro, sí, porque ahora por el frío.
El señor BOROBIO.—	 Y la campaña.
El señor HURTADO MILLER.—	 Porque voy a estar siempre con casaca en pueblo joven.
El señor MONTESINOS TORRES.—	 ¿Esa misma casaca?
El señor HURTADO MILLER.—	 Esa, no hay, ni modo.
El señor BOROBIO.—	 Él va a estar encasacado.
El señor MONTESINOS TORRES.—	 Así es.
El señor HURTADO MILLER.—	 Y la camisa no me la vuelvo a cambiar. Me voy a comprar dos o tres del mismo color...
El señor MONTESINOS TORRES.—	 Como Valle Riestra que está con la misma camisa azul.
El señor HURTADO MILLER.—	 (?) ¿Ah?
El señor MONTESINOS TORRES.—	 Como Valle Riestra que...
